Date,Score,Embedding,GType,BType,Method
2018-10-20,0.4318189646151268,PT,NF,NF,SemAxis
2018-10-20,2.128495897969608,T,F,F,SemAxis
2018-10-20,1.806756813909036,T,NF,F,SemAxis
2018-10-20,0.9637460631490906,T,F,NF,SemAxis
2018-10-20,0.6420069790885163,T,NF,NF,SemAxis
2018-10-20,149.43832096660407,PT,F,F,SentiProp
2018-10-20,149.0912481478846,PT,NF,F,SentiProp
2018-10-20,146.3302538296163,PT,F,NF,SentiProp
2018-10-20,145.97472064009077,PT,NF,NF,SentiProp
2018-10-20,147.59973697889976,T,F,F,SentiProp
2018-10-20,148.18267690915096,T,NF,F,SentiProp
2018-10-20,145.52749053673998,T,F,NF,SentiProp
2018-10-20,146.1041909665505,T,NF,NF,SentiProp
2018-10-22,1.9613694848769991,PT,F,F,SemAxis
2018-10-22,1.5290006337233122,PT,NF,F,SemAxis
2018-10-22,1.6801106393602292,PT,F,NF,SemAxis
2018-10-22,1.2477417882065376,PT,NF,NF,SemAxis
2018-10-22,3.458871898396392,T,F,F,SemAxis
2018-10-22,2.5753750991558078,T,NF,F,SemAxis
2018-10-22,3.30121530225183,T,F,NF,SemAxis
2018-10-22,2.417718503011245,T,NF,NF,SemAxis
2018-10-22,169.9771513516187,PT,F,F,SentiProp
2018-10-22,169.3229322219144,PT,NF,F,SentiProp
2018-10-22,167.36669536364522,PT,F,NF,SentiProp
2018-10-22,166.7056876346161,PT,NF,NF,SentiProp
2018-10-22,167.89741681778722,T,F,F,SentiProp
2018-10-22,168.37322229810806,T,NF,F,SentiProp
2018-10-22,166.75957094825404,T,F,NF,SentiProp
2018-10-22,167.22201003616323,T,NF,NF,SentiProp
2018-10-23,0.2422090607644001,PT,F,F,SemAxis
2018-10-23,0.08096369366100421,PT,NF,F,SemAxis
2018-10-23,-0.16156171382391116,PT,F,NF,SemAxis
2018-10-23,-0.32280708092730703,PT,NF,NF,SemAxis
2018-10-23,0.1767648722798351,T,F,F,SemAxis
2018-10-23,-0.152775841973291,T,NF,F,SemAxis
2018-10-23,-0.4252123656923524,T,F,NF,SemAxis
2018-10-23,-0.7547530799454789,T,NF,NF,SemAxis
2018-10-23,133.2033435524932,PT,F,F,SentiProp
2018-10-23,132.8682321263855,PT,NF,F,SentiProp
2018-10-23,130.575487062774,PT,F,NF,SentiProp
2018-10-23,130.23170899449326,PT,NF,NF,SentiProp
2018-10-23,131.55187326390288,T,F,F,SentiProp
2018-10-23,132.06408727769931,T,NF,F,SentiProp
2018-10-23,129.81318738664552,T,F,NF,SentiProp
2018-10-23,130.3151969760148,T,NF,NF,SentiProp
2018-10-24,0.7614448396379777,PT,F,F,SemAxis
2018-10-24,0.5490466498634543,PT,NF,F,SemAxis
2018-10-24,0.28479566746981866,PT,F,NF,SemAxis
2018-10-24,0.07239747769529571,PT,NF,NF,SemAxis
2018-10-24,1.0433637067632116,T,F,F,SemAxis
2018-10-24,0.6027252038738458,T,NF,F,SemAxis
2018-10-24,0.3220788254939494,T,F,NF,SemAxis
2018-10-24,-0.11855967739541425,T,NF,NF,SemAxis
2018-10-24,142.3793329996857,PT,F,F,SentiProp
2018-10-24,141.652331897198,PT,NF,F,SentiProp
2018-10-24,139.61467398071989,PT,F,NF,SentiProp
2018-10-24,138.87719527533446,PT,NF,NF,SentiProp
2018-10-24,140.65520184934385,T,F,F,SentiProp
2018-10-24,140.86634205792262,T,NF,F,SentiProp
2018-10-24,139.03372580684163,T,F,NF,SentiProp
2018-10-24,139.2343168248895,T,NF,NF,SentiProp
2018-10-25,1.1833608956181458,PT,F,F,SemAxis
2018-10-25,0.8978087087069628,PT,NF,F,SemAxis
2018-10-25,0.8279021965532136,PT,F,NF,SemAxis
2018-10-25,0.5423500096420302,PT,NF,NF,SemAxis
2018-10-25,1.7938069911494232,T,F,F,SemAxis
2018-10-25,1.2105246703262391,T,NF,F,SemAxis
2018-10-25,1.356491733991225,T,F,NF,SemAxis
2018-10-25,0.7732094131680416,T,NF,NF,SemAxis
2018-10-25,121.84904642651098,PT,F,F,SentiProp
2018-10-25,121.17404876873492,PT,NF,F,SentiProp
2018-10-25,119.5198070454273,PT,F,NF,SentiProp
2018-10-25,118.83184820003311,PT,NF,NF,SentiProp
2018-10-25,120.40905612292228,T,F,F,SentiProp
2018-10-25,120.46092878402897,T,NF,F,SentiProp
2018-10-25,119.2050055162117,T,F,NF,SentiProp
2018-10-25,119.2453797498215,T,NF,NF,SentiProp
2018-10-26,1.1130111804613108,PT,F,F,SemAxis
2018-10-26,0.7947784590801937,PT,NF,F,SemAxis
2018-10-26,0.6809906698025848,PT,F,NF,SemAxis
2018-10-26,0.3627579484214677,PT,NF,NF,SemAxis
2018-10-26,1.4816325725901343,T,F,F,SemAxis
2018-10-26,0.8378082022157162,T,NF,F,SemAxis
2018-10-26,0.8581505196530176,T,F,NF,SemAxis
2018-10-26,0.21432614927859928,T,NF,NF,SemAxis
2018-10-26,127.04017388038507,PT,F,F,SentiProp
2018-10-26,126.2614038493974,PT,NF,F,SentiProp
2018-10-26,124.645029210852,PT,F,NF,SentiProp
2018-10-26,123.85533930731235,PT,NF,NF,SentiProp
2018-10-26,125.19704067785275,T,F,F,SentiProp
2018-10-26,125.19948118485756,T,NF,F,SentiProp
2018-10-26,124.0027280698958,T,F,NF,SentiProp
2018-10-26,123.99646231448332,T,NF,NF,SentiProp
2018-10-27,0.8371048922179731,PT,F,F,SemAxis
2018-10-27,0.7551677805595923,PT,NF,F,SemAxis
2018-10-27,0.19706710141653366,PT,F,NF,SemAxis
2018-10-27,0.11512998975815193,PT,NF,NF,SemAxis
2018-10-27,1.2765575262318056,T,F,F,SemAxis
2018-10-27,1.0830428370287402,T,NF,F,SemAxis
2018-10-27,0.23715324100123117,T,F,NF,SemAxis
2018-10-27,0.04363855179816627,T,NF,NF,SemAxis
2018-10-27,134.96713787139763,PT,F,F,SentiProp
2018-10-27,134.55271634467206,PT,NF,F,SentiProp
2018-10-27,131.87239199361667,PT,F,NF,SentiProp
2018-10-27,131.44556298178077,PT,NF,NF,SentiProp
2018-10-27,133.28564991228845,T,F,F,SentiProp
2018-10-27,133.75274943479207,T,NF,F,SentiProp
2018-10-27,131.08026608552484,T,F,NF,SentiProp
2018-10-27,131.53428090283708,T,NF,NF,SentiProp
2018-10-29,1.604025016608255,PT,F,F,SemAxis
2018-10-29,1.2266405919409373,PT,NF,F,SemAxis
2018-10-29,1.1424725997390792,PT,F,NF,SemAxis
2018-10-29,0.7650881750717613,PT,NF,NF,SemAxis
2018-10-29,2.205462762703826,T,F,F,SemAxis
2018-10-29,1.4165363025355295,T,NF,F,SemAxis
2018-10-29,1.6888768790372448,T,F,NF,SemAxis
2018-10-29,0.8999504188689464,T,NF,NF,SemAxis
2018-10-29,161.86065173936703,PT,F,F,SentiProp
2018-10-29,161.07211100339003,PT,NF,F,SentiProp
2018-10-29,159.19981138439115,PT,F,NF,SentiProp
2018-10-29,158.4069549471398,PT,NF,NF,SentiProp
2018-10-29,159.74977599665095,T,F,F,SentiProp
2018-10-29,160.05944173064773,T,NF,F,SentiProp
2018-10-29,158.63884036548282,T,F,NF,SentiProp
2018-10-29,158.94100389850578,T,NF,NF,SentiProp
2018-10-30,1.198766597121653,PT,F,F,SemAxis
2018-10-30,0.9224020857080538,PT,NF,F,SemAxis
2018-10-30,0.8245950028120423,PT,F,NF,SemAxis
2018-10-30,0.5482304913984426,PT,NF,NF,SemAxis
2018-10-30,1.9203258121471607,T,F,F,SemAxis
2018-10-30,1.3712943181896746,T,NF,F,SemAxis
2018-10-30,1.4190675338685115,T,F,NF,SemAxis
2018-10-30,0.8700360399110257,T,NF,NF,SemAxis
2018-10-30,147.8169126813509,PT,F,F,SentiProp
2018-10-30,147.1702790127719,PT,NF,F,SentiProp
2018-10-30,145.4211743964582,PT,F,NF,SentiProp
2018-10-30,144.76611438335087,PT,NF,NF,SentiProp
2018-10-30,145.96378935177043,T,F,F,SentiProp
2018-10-30,146.26719389427353,T,NF,F,SentiProp
2018-10-30,144.9172179358692,T,F,NF,SentiProp
2018-10-30,145.2103194567096,T,NF,NF,SentiProp
2018-10-31,1.6547310402312343,PT,F,F,SemAxis
2018-10-31,1.3237570020440161,PT,NF,F,SemAxis
2018-10-31,1.2426080007117242,PT,F,NF,SemAxis
2018-10-31,0.9116339625245055,PT,NF,NF,SemAxis
2018-10-31,2.6722440559676977,T,F,F,SemAxis
2018-10-31,2.0136782726969136,T,NF,F,SemAxis
2018-10-31,2.0662196358330873,T,F,NF,SemAxis
2018-10-31,1.4076538525623021,T,NF,NF,SemAxis
2018-10-31,116.15548249538108,PT,F,F,SentiProp
2018-10-31,115.41890460791826,PT,NF,F,SentiProp
2018-10-31,113.95652851912631,PT,F,NF,SentiProp
2018-10-31,113.20957845395115,PT,NF,NF,SentiProp
2018-10-31,114.53248223953943,T,F,F,SentiProp
2018-10-31,114.54023810792148,T,NF,F,SentiProp
2018-10-31,113.2468346916923,T,F,NF,SentiProp
2018-10-31,113.24516619152595,T,NF,NF,SentiProp
2018-11-01,1.4995615232467556,PT,F,F,SemAxis
2018-11-01,1.1027180356560078,PT,NF,F,SemAxis
2018-11-01,1.0690203249892298,PT,F,NF,SemAxis
2018-11-01,0.6721768373984817,PT,NF,NF,SemAxis
2018-11-01,2.3401532037597876,T,F,F,SemAxis
2018-11-01,1.524516455110588,T,NF,F,SemAxis
2018-11-01,1.6980656594666519,T,F,NF,SemAxis
2018-11-01,0.8824289108174523,T,NF,NF,SemAxis
2018-11-01,128.13227796111644,PT,F,F,SentiProp
2018-11-01,127.27204990221949,PT,NF,F,SentiProp
2018-11-01,125.86771464390813,PT,F,NF,SentiProp
2018-11-01,124.99518904741113,PT,NF,NF,SentiProp
2018-11-01,126.43527991273544,T,F,F,SentiProp
2018-11-01,126.45525224672612,T,NF,F,SentiProp
2018-11-01,125.36185726669652,T,F,NF,SentiProp
2018-11-01,125.37146786371429,T,NF,NF,SentiProp
2018-11-02,1.1202218289928167,PT,F,F,SemAxis
2018-11-02,0.8736403112077112,PT,NF,F,SemAxis
2018-11-02,0.7394057032604858,PT,F,NF,SemAxis
2018-11-02,0.4928241854753814,PT,NF,NF,SemAxis
2018-11-02,1.638055951096962,T,F,F,SemAxis
2018-11-02,1.0877443656551573,T,NF,F,SemAxis
2018-11-02,1.1386643250034734,T,F,NF,SemAxis
2018-11-02,0.5883527395616688,T,NF,NF,SemAxis
2018-11-02,113.39122437647019,PT,F,F,SentiProp
2018-11-02,112.704884985202,PT,NF,F,SentiProp
2018-11-02,111.35495434244355,PT,F,NF,SentiProp
2018-11-02,110.66011374561612,PT,NF,NF,SentiProp
2018-11-02,112.01681962311426,T,F,F,SentiProp
2018-11-02,112.03624905169436,T,NF,F,SentiProp
2018-11-02,110.93040971552735,T,F,NF,SentiProp
2018-11-02,110.94215045662389,T,NF,NF,SentiProp
2018-11-03,0.7218851116002716,PT,F,F,SemAxis
2018-11-03,0.4702331918790354,PT,NF,F,SemAxis
2018-11-03,0.20340251400754533,PT,F,NF,SemAxis
2018-11-03,-0.04824940571369104,PT,NF,NF,SemAxis
2018-11-03,0.7792467754557736,T,F,F,SemAxis
2018-11-03,0.13872253841412302,T,NF,F,SemAxis
2018-11-03,0.0744985513555873,T,F,NF,SemAxis
2018-11-03,-0.5660256856860642,T,NF,NF,SemAxis
2018-11-03,119.67388698143633,PT,F,F,SentiProp
2018-11-03,118.87205027450838,PT,NF,F,SentiProp
2018-11-03,117.14724863767464,PT,F,NF,SentiProp
2018-11-03,116.33020021066856,PT,NF,NF,SentiProp
2018-11-03,117.88177560315765,T,F,F,SentiProp
2018-11-03,117.80974092296762,T,NF,F,SentiProp
2018-11-03,116.36848394996484,T,F,NF,SentiProp
2018-11-03,116.28491243311191,T,NF,NF,SentiProp
2018-11-05,1.49877706348976,PT,F,F,SemAxis
2018-11-05,1.2572114726849666,PT,NF,F,SemAxis
